@RELATION datubasea
@ATTRIBUTE filename string
@ATTRIBUTE class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}
@data
ant_0017.jpg,ant
ant_0037.jpg,ant
ant_0024.jpg,ant
ant_0020.jpg,ant
ant_0015.jpg,ant
ant_0003.jpg,ant
ant_0002.jpg,ant
ant_0041.jpg,ant
ant_0031.jpg,ant
ant_0036.jpg,ant
ant_0028.jpg,ant
ant_0021.jpg,ant
ant_0019.jpg,ant
ant_0023.jpg,ant
ant_0004.jpg,ant
ant_0013.jpg,ant
ant_0026.jpg,ant
ant_0010.jpg,ant
ant_0005.jpg,ant
ant_0035.jpg,ant
ant_0025.jpg,ant
ant_0038.jpg,ant
ant_0040.jpg,ant
ant_0030.jpg,ant
ant_0008.jpg,ant
ant_0007.jpg,ant
ant_0016.jpg,ant
ant_0014.jpg,ant
ant_0022.jpg,ant
ant_0034.jpg,ant
ant_0006.jpg,ant
ant_0033.jpg,ant
ant_0018.jpg,ant
ant_0011.jpg,ant
ant_0039.jpg,ant
ant_0042.jpg,ant
ant_0027.jpg,ant
ant_0032.jpg,ant
ant_0012.jpg,ant
ant_0009.jpg,ant
ant_0001.jpg,ant
ant_0029.jpg,ant
brontosaurus_0017.jpg,brontosaurus
brontosaurus_0037.jpg,brontosaurus
brontosaurus_0024.jpg,brontosaurus
brontosaurus_0020.jpg,brontosaurus
brontosaurus_0015.jpg,brontosaurus
brontosaurus_0003.jpg,brontosaurus
brontosaurus_0002.jpg,brontosaurus
brontosaurus_0041.jpg,brontosaurus
brontosaurus_0031.jpg,brontosaurus
brontosaurus_0036.jpg,brontosaurus
brontosaurus_0028.jpg,brontosaurus
brontosaurus_0021.jpg,brontosaurus
brontosaurus_0019.jpg,brontosaurus
brontosaurus_0043.jpg,brontosaurus
brontosaurus_0023.jpg,brontosaurus
brontosaurus_0004.jpg,brontosaurus
brontosaurus_0013.jpg,brontosaurus
brontosaurus_0026.jpg,brontosaurus
brontosaurus_0010.jpg,brontosaurus
brontosaurus_0005.jpg,brontosaurus
brontosaurus_0035.jpg,brontosaurus
brontosaurus_0025.jpg,brontosaurus
brontosaurus_0038.jpg,brontosaurus
brontosaurus_0040.jpg,brontosaurus
brontosaurus_0030.jpg,brontosaurus
brontosaurus_0008.jpg,brontosaurus
brontosaurus_0007.jpg,brontosaurus
brontosaurus_0016.jpg,brontosaurus
brontosaurus_0014.jpg,brontosaurus
brontosaurus_0022.jpg,brontosaurus
brontosaurus_0034.jpg,brontosaurus
brontosaurus_0006.jpg,brontosaurus
brontosaurus_0033.jpg,brontosaurus
brontosaurus_0018.jpg,brontosaurus
brontosaurus_0011.jpg,brontosaurus
brontosaurus_0039.jpg,brontosaurus
brontosaurus_0042.jpg,brontosaurus
brontosaurus_0027.jpg,brontosaurus
brontosaurus_0032.jpg,brontosaurus
brontosaurus_0012.jpg,brontosaurus
brontosaurus_0009.jpg,brontosaurus
brontosaurus_0001.jpg,brontosaurus
brontosaurus_0029.jpg,brontosaurus
chandelier_0089.jpg,chandelier
chandelier_0017.jpg,chandelier
chandelier_0070.jpg,chandelier
chandelier_0037.jpg,chandelier
chandelier_0060.jpg,chandelier
chandelier_0071.jpg,chandelier
chandelier_0024.jpg,chandelier
chandelier_0062.jpg,chandelier
chandelier_0020.jpg,chandelier
chandelier_0088.jpg,chandelier
chandelier_0015.jpg,chandelier
chandelier_0104.jpg,chandelier
chandelier_0081.jpg,chandelier
chandelier_0003.jpg,chandelier
chandelier_0002.jpg,chandelier
chandelier_0063.jpg,chandelier
chandelier_0041.jpg,chandelier
chandelier_0105.jpg,chandelier
chandelier_0064.jpg,chandelier
chandelier_0051.jpg,chandelier
chandelier_0075.jpg,chandelier
chandelier_0097.jpg,chandelier
chandelier_0091.jpg,chandelier
chandelier_0031.jpg,chandelier
chandelier_0049.jpg,chandelier
chandelier_0036.jpg,chandelier
chandelier_0044.jpg,chandelier
chandelier_0028.jpg,chandelier
chandelier_0021.jpg,chandelier
chandelier_0080.jpg,chandelier
chandelier_0019.jpg,chandelier
chandelier_0055.jpg,chandelier
chandelier_0043.jpg,chandelier
chandelier_0023.jpg,chandelier
chandelier_0052.jpg,chandelier
chandelier_0079.jpg,chandelier
chandelier_0004.jpg,chandelier
chandelier_0073.jpg,chandelier
chandelier_0013.jpg,chandelier
chandelier_0026.jpg,chandelier
chandelier_0074.jpg,chandelier
chandelier_0072.jpg,chandelier
chandelier_0061.jpg,chandelier
chandelier_0083.jpg,chandelier
chandelier_0045.jpg,chandelier
chandelier_0010.jpg,chandelier
chandelier_0076.jpg,chandelier
chandelier_0107.jpg,chandelier
chandelier_0005.jpg,chandelier
chandelier_0077.jpg,chandelier
chandelier_0078.jpg,chandelier
chandelier_0066.jpg,chandelier
chandelier_0035.jpg,chandelier
chandelier_0094.jpg,chandelier
chandelier_0065.jpg,chandelier
chandelier_0025.jpg,chandelier
chandelier_0038.jpg,chandelier
chandelier_0040.jpg,chandelier
chandelier_0056.jpg,chandelier
chandelier_0030.jpg,chandelier
chandelier_0008.jpg,chandelier
chandelier_0007.jpg,chandelier
chandelier_0090.jpg,chandelier
chandelier_0048.jpg,chandelier
chandelier_0047.jpg,chandelier
chandelier_0102.jpg,chandelier
chandelier_0068.jpg,chandelier
chandelier_0093.jpg,chandelier
chandelier_0058.jpg,chandelier
chandelier_0016.jpg,chandelier
chandelier_0096.jpg,chandelier
chandelier_0014.jpg,chandelier
chandelier_0086.jpg,chandelier
chandelier_0084.jpg,chandelier
chandelier_0022.jpg,chandelier
chandelier_0034.jpg,chandelier
chandelier_0100.jpg,chandelier
chandelier_0006.jpg,chandelier
chandelier_0033.jpg,chandelier
chandelier_0018.jpg,chandelier
chandelier_0082.jpg,chandelier
chandelier_0011.jpg,chandelier
chandelier_0050.jpg,chandelier
chandelier_0085.jpg,chandelier
chandelier_0046.jpg,chandelier
chandelier_0099.jpg,chandelier
chandelier_0039.jpg,chandelier
chandelier_0069.jpg,chandelier
chandelier_0092.jpg,chandelier
chandelier_0054.jpg,chandelier
chandelier_0098.jpg,chandelier
chandelier_0042.jpg,chandelier
chandelier_0027.jpg,chandelier
chandelier_0106.jpg,chandelier
chandelier_0032.jpg,chandelier
chandelier_0012.jpg,chandelier
chandelier_0101.jpg,chandelier
chandelier_0053.jpg,chandelier
chandelier_0103.jpg,chandelier
chandelier_0057.jpg,chandelier
chandelier_0087.jpg,chandelier
chandelier_0095.jpg,chandelier
chandelier_0009.jpg,chandelier
chandelier_0001.jpg,chandelier
chandelier_0029.jpg,chandelier
chandelier_0059.jpg,chandelier
chandelier_0067.jpg,chandelier
cup_0017.jpg,cup
cup_0037.jpg,cup
cup_0024.jpg,cup
cup_0020.jpg,cup
cup_0015.jpg,cup
cup_0003.jpg,cup
cup_0002.jpg,cup
cup_0041.jpg,cup
cup_0051.jpg,cup
cup_0031.jpg,cup
cup_0049.jpg,cup
cup_0036.jpg,cup
cup_0044.jpg,cup
cup_0028.jpg,cup
cup_0021.jpg,cup
cup_0019.jpg,cup
cup_0055.jpg,cup
cup_0043.jpg,cup
cup_0023.jpg,cup
cup_0052.jpg,cup
cup_0004.jpg,cup
cup_0013.jpg,cup
cup_0026.jpg,cup
cup_0045.jpg,cup
cup_0010.jpg,cup
cup_0005.jpg,cup
cup_0035.jpg,cup
cup_0025.jpg,cup
cup_0038.jpg,cup
cup_0040.jpg,cup
cup_0056.jpg,cup
cup_0030.jpg,cup
cup_0008.jpg,cup
cup_0007.jpg,cup
cup_0048.jpg,cup
cup_0047.jpg,cup
cup_0016.jpg,cup
cup_0014.jpg,cup
cup_0022.jpg,cup
cup_0034.jpg,cup
cup_0006.jpg,cup
cup_0033.jpg,cup
cup_0018.jpg,cup
cup_0011.jpg,cup
cup_0050.jpg,cup
cup_0046.jpg,cup
cup_0039.jpg,cup
cup_0054.jpg,cup
cup_0042.jpg,cup
cup_0027.jpg,cup
cup_0032.jpg,cup
cup_0012.jpg,cup
cup_0053.jpg,cup
cup_0057.jpg,cup
cup_0009.jpg,cup
cup_0001.jpg,cup
cup_0029.jpg,cup
ferry_0017.jpg,ferry
ferry_0037.jpg,ferry
ferry_0060.jpg,ferry
ferry_0024.jpg,ferry
ferry_0062.jpg,ferry
ferry_0020.jpg,ferry
ferry_0015.jpg,ferry
ferry_0003.jpg,ferry
ferry_0002.jpg,ferry
ferry_0063.jpg,ferry
ferry_0041.jpg,ferry
ferry_0064.jpg,ferry
ferry_0051.jpg,ferry
ferry_0031.jpg,ferry
ferry_0049.jpg,ferry
ferry_0036.jpg,ferry
ferry_0044.jpg,ferry
ferry_0028.jpg,ferry
ferry_0021.jpg,ferry
ferry_0019.jpg,ferry
ferry_0055.jpg,ferry
ferry_0043.jpg,ferry
ferry_0023.jpg,ferry
ferry_0052.jpg,ferry
ferry_0004.jpg,ferry
ferry_0013.jpg,ferry
ferry_0026.jpg,ferry
ferry_0061.jpg,ferry
ferry_0045.jpg,ferry
ferry_0010.jpg,ferry
ferry_0005.jpg,ferry
ferry_0066.jpg,ferry
ferry_0035.jpg,ferry
ferry_0065.jpg,ferry
ferry_0025.jpg,ferry
ferry_0038.jpg,ferry
ferry_0040.jpg,ferry
ferry_0056.jpg,ferry
ferry_0030.jpg,ferry
ferry_0008.jpg,ferry
ferry_0007.jpg,ferry
ferry_0048.jpg,ferry
ferry_0047.jpg,ferry
ferry_0058.jpg,ferry
ferry_0016.jpg,ferry
ferry_0014.jpg,ferry
ferry_0022.jpg,ferry
ferry_0034.jpg,ferry
ferry_0006.jpg,ferry
ferry_0033.jpg,ferry
ferry_0018.jpg,ferry
ferry_0011.jpg,ferry
ferry_0050.jpg,ferry
ferry_0046.jpg,ferry
ferry_0039.jpg,ferry
ferry_0054.jpg,ferry
ferry_0042.jpg,ferry
ferry_0027.jpg,ferry
ferry_0032.jpg,ferry
ferry_0012.jpg,ferry
ferry_0053.jpg,ferry
ferry_0057.jpg,ferry
ferry_0009.jpg,ferry
ferry_0001.jpg,ferry
ferry_0029.jpg,ferry
ferry_0059.jpg,ferry
ferry_0067.jpg,ferry
Faces_easy_0169.jpg,Faces_easy
Faces_easy_0089.jpg,Faces_easy
Faces_easy_0256.jpg,Faces_easy
Faces_easy_0017.jpg,Faces_easy
Faces_easy_0368.jpg,Faces_easy
Faces_easy_0197.jpg,Faces_easy
Faces_easy_0070.jpg,Faces_easy
Faces_easy_0140.jpg,Faces_easy
Faces_easy_0037.jpg,Faces_easy
Faces_easy_0060.jpg,Faces_easy
Faces_easy_0071.jpg,Faces_easy
Faces_easy_0367.jpg,Faces_easy
Faces_easy_0183.jpg,Faces_easy
Faces_easy_0231.jpg,Faces_easy
Faces_easy_0208.jpg,Faces_easy
Faces_easy_0024.jpg,Faces_easy
Faces_easy_0375.jpg,Faces_easy
Faces_easy_0234.jpg,Faces_easy
Faces_easy_0401.jpg,Faces_easy
Faces_easy_0237.jpg,Faces_easy
Faces_easy_0417.jpg,Faces_easy
Faces_easy_0309.jpg,Faces_easy
Faces_easy_0062.jpg,Faces_easy
Faces_easy_0020.jpg,Faces_easy
Faces_easy_0166.jpg,Faces_easy
Faces_easy_0088.jpg,Faces_easy
Faces_easy_0344.jpg,Faces_easy
Faces_easy_0299.jpg,Faces_easy
Faces_easy_0323.jpg,Faces_easy
Faces_easy_0157.jpg,Faces_easy
Faces_easy_0239.jpg,Faces_easy
Faces_easy_0015.jpg,Faces_easy
Faces_easy_0168.jpg,Faces_easy
Faces_easy_0104.jpg,Faces_easy
Faces_easy_0199.jpg,Faces_easy
Faces_easy_0081.jpg,Faces_easy
Faces_easy_0003.jpg,Faces_easy
Faces_easy_0428.jpg,Faces_easy
Faces_easy_0279.jpg,Faces_easy
Faces_easy_0301.jpg,Faces_easy
Faces_easy_0393.jpg,Faces_easy
Faces_easy_0329.jpg,Faces_easy
Faces_easy_0306.jpg,Faces_easy
Faces_easy_0002.jpg,Faces_easy
Faces_easy_0235.jpg,Faces_easy
Faces_easy_0164.jpg,Faces_easy
Faces_easy_0063.jpg,Faces_easy
Faces_easy_0261.jpg,Faces_easy
Faces_easy_0041.jpg,Faces_easy
Faces_easy_0424.jpg,Faces_easy
Faces_easy_0264.jpg,Faces_easy
Faces_easy_0128.jpg,Faces_easy
Faces_easy_0105.jpg,Faces_easy
Faces_easy_0125.jpg,Faces_easy
Faces_easy_0110.jpg,Faces_easy
Faces_easy_0371.jpg,Faces_easy
Faces_easy_0147.jpg,Faces_easy
Faces_easy_0138.jpg,Faces_easy
Faces_easy_0064.jpg,Faces_easy
Faces_easy_0051.jpg,Faces_easy
Faces_easy_0075.jpg,Faces_easy
Faces_easy_0293.jpg,Faces_easy
Faces_easy_0097.jpg,Faces_easy
Faces_easy_0345.jpg,Faces_easy
Faces_easy_0325.jpg,Faces_easy
Faces_easy_0230.jpg,Faces_easy
Faces_easy_0414.jpg,Faces_easy
Faces_easy_0244.jpg,Faces_easy
Faces_easy_0091.jpg,Faces_easy
